Phase,Indicator,Group,State,Subgroup,Time Period,Time Period Label,Value
Two,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,17,Oct 14 - Oct 26,23.7
Two,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,17,Oct 14 - Oct 26,20.4
Two,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,17,Oct 14 - Oct 26,15.4
Two,Symptoms of Depressive Disorder,By Age,United States,80 years and above,17,Oct 14 - Oct 26,13.3
Two,Symptoms of Depressive Disorder,By Gender,United States,Male,17,Oct 14 - Oct 26,23.7
Two,Symptoms of Depressive Disorder,By Gender,United States,Female,17,Oct 14 - Oct 26,28.1
Two,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,17,Oct 14 - Oct 26,31.3
Two,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",17,Oct 14 - Oct 26,24
Two,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",17,Oct 14 - Oct 26,28.7
Two,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",17,Oct 14 - Oct 26,23.1
Two,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",17,Oct 14 - Oct 26,34.4
Two,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,17,Oct 14 - Oct 26,33.4
Two,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,17,Oct 14 - Oct 26,27.4
Two,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,17,Oct 14 - Oct 26,29.6
Two,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,17,Oct 14 - Oct 26,19.8
Two,Symptoms of Depressive Disorder,By State,Alabama,Alabama,17,Oct 14 - Oct 26,27.7
Two,Symptoms of Depressive Disorder,By State,Alaska,Alaska,17,Oct 14 - Oct 26,25.7
Two,Symptoms of Depressive Disorder,By State,Arizona,Arizona,17,Oct 14 - Oct 26,30.8
Two,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,17,Oct 14 - Oct 26,27.3
Two,Symptoms of Depressive Disorder,By State,California,California,17,Oct 14 - Oct 26,27.7
Two,Symptoms of Depressive Disorder,By State,Colorado,Colorado,17,Oct 14 - Oct 26,26.1
Two,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,17,Oct 14 - Oct 26,21.8
Two,Symptoms of Depressive Disorder,By State,Delaware,Delaware,17,Oct 14 - Oct 26,23.3
Two,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,17,Oct 14 - Oct 26,26.2
Two,Symptoms of Depressive Disorder,By State,Florida,Florida,17,Oct 14 - Oct 26,25.9
Two,Symptoms of Depressive Disorder,By State,Georgia,Georgia,17,Oct 14 - Oct 26,25.1
Two,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,17,Oct 14 - Oct 26,27.5
Two,Symptoms of Depressive Disorder,By State,Idaho,Idaho,17,Oct 14 - Oct 26,25.9
Two,Symptoms of Depressive Disorder,By State,Illinois,Illinois,17,Oct 14 - Oct 26,24.2
Two,Symptoms of Depressive Disorder,By State,Indiana,Indiana,17,Oct 14 - Oct 26,27.2
Two,Symptoms of Depressive Disorder,By State,Iowa,Iowa,17,Oct 14 - Oct 26,22.4
Two,Symptoms of Depressive Disorder,By State,Kansas,Kansas,17,Oct 14 - Oct 26,26.2
Two,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,17,Oct 14 - Oct 26,29.5
Two,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,17,Oct 14 - Oct 26,31.6
Two,Symptoms of Depressive Disorder,By State,Maine,Maine,17,Oct 14 - Oct 26,22.8
Two,Symptoms of Depressive Disorder,By State,Maryland,Maryland,17,Oct 14 - Oct 26,23.8
Two,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,17,Oct 14 - Oct 26,25.3
Two,Symptoms of Depressive Disorder,By State,Michigan,Michigan,17,Oct 14 - Oct 26,25.8
Two,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,17,Oct 14 - Oct 26,19.3
Two,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,17,Oct 14 - Oct 26,33.4
Two,Symptoms of Depressive Disorder,By State,Missouri,Missouri,17,Oct 14 - Oct 26,29.4
Two,Symptoms of Depressive Disorder,By State,Montana,Montana,17,Oct 14 - Oct 26,20.1
Two,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,17,Oct 14 - Oct 26,21.8
Two,Symptoms of Depressive Disorder,By State,Nevada,Nevada,17,Oct 14 - Oct 26,31
Two,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,17,Oct 14 - Oct 26,20.8
Two,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,17,Oct 14 - Oct 26,23.4
Two,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,17,Oct 14 - Oct 26,31.9
Two,Symptoms of Depressive Disorder,By State,New York,New York,17,Oct 14 - Oct 26,27
Two,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,17,Oct 14 - Oct 26,21.4
Two,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,17,Oct 14 - Oct 26,20.2
Two,Symptoms of Depressive Disorder,By State,Ohio,Ohio,17,Oct 14 - Oct 26,25
Two,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,17,Oct 14 - Oct 26,25.9
Two,Symptoms of Depressive Disorder,By State,Oregon,Oregon,17,Oct 14 - Oct 26,26.9
Two,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,17,Oct 14 - Oct 26,22.2
Two,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,17,Oct 14 - Oct 26,24
Two,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,17,Oct 14 - Oct 26,25.1
Two,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,17,Oct 14 - Oct 26,19.7
Two,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,17,Oct 14 - Oct 26,23.9
Two,Symptoms of Depressive Disorder,By State,Texas,Texas,17,Oct 14 - Oct 26,29.4
Two,Symptoms of Depressive Disorder,By State,Utah,Utah,17,Oct 14 - Oct 26,22.4
Two,Symptoms of Depressive Disorder,By State,Vermont,Vermont,17,Oct 14 - Oct 26,21.5
Two,Symptoms of Depressive Disorder,By State,Virginia,Virginia,17,Oct 14 - Oct 26,23.8
Two,Symptoms of Depressive Disorder,By State,Washington,Washington,17,Oct 14 - Oct 26,28.4
Two,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,17,Oct 14 - Oct 26,25.2
Two,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,17,Oct 14 - Oct 26,22.7
Two,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,17,Oct 14 - Oct 26,20.8
Two,Symptoms of Anxiety Disorder,National Estimate,United States,United States,17,Oct 14 - Oct 26,32.8
Two,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,17,Oct 14 - Oct 26,44
Two,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,17,Oct 14 - Oct 26,40.4
Two,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,17,Oct 14 - Oct 26,35.1
Two,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,17,Oct 14 - Oct 26,30.4
Two,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,17,Oct 14 - Oct 26,26.5
Two,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,17,Oct 14 - Oct 26,18.2
Two,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,17,Oct 14 - Oct 26,17.2
Two,Symptoms of Anxiety Disorder,By Gender,United States,Male,17,Oct 14 - Oct 26,27.6
Two,Symptoms of Anxiety Disorder,By Gender,United States,Female,17,Oct 14 - Oct 26,37.6
Two,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,17,Oct 14 - Oct 26,36
Two,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",17,Oct 14 - Oct 26,31.8
Two,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",17,Oct 14 - Oct 26,32.9
Two,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",17,Oct 14 - Oct 26,29.2
Two,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",17,Oct 14 - Oct 26,41.7
Two,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,17,Oct 14 - Oct 26,37
Two,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,17,Oct 14 - Oct 26,31
Two,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,17,Oct 14 - Oct 26,36.4
Two,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,17,Oct 14 - Oct 26,30.3
Two,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,17,Oct 14 - Oct 26,29.9
Two,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,17,Oct 14 - Oct 26,33
Two,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,17,Oct 14 - Oct 26,35.1
Two,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,17,Oct 14 - Oct 26,32
Two,Symptoms of Anxiety Disorder,By State,California,California,17,Oct 14 - Oct 26,35.3
Two,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,17,Oct 14 - Oct 26,34.1
Two,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,17,Oct 14 - Oct 26,32.5
Two,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,17,Oct 14 - Oct 26,31.7
Two,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,17,Oct 14 - Oct 26,35.1
Two,Symptoms of Anxiety Disorder,By State,Florida,Florida,17,Oct 14 - Oct 26,30.3
Two,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,17,Oct 14 - Oct 26,33.2
Two,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,17,Oct 14 - Oct 26,32.2
Two,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,17,Oct 14 - Oct 26,31.2
Two,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,17,Oct 14 - Oct 26,30.5
Two,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,17,Oct 14 - Oct 26,35.3
Two,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,17,Oct 14 - Oct 26,29.9
Two,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,17,Oct 14 - Oct 26,34.8
Two,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,17,Oct 14 - Oct 26,35.3
Two,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,17,Oct 14 - Oct 26,33.6
Two,Symptoms of Anxiety Disorder,By State,Maine,Maine,17,Oct 14 - Oct 26,32.5
Two,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,17,Oct 14 - Oct 26,33
Two,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,17,Oct 14 - Oct 26,33.8
Two,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,17,Oct 14 - Oct 26,31.3
Two,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,17,Oct 14 - Oct 26,25.9
Two,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,17,Oct 14 - Oct 26,35.9
Two,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,17,Oct 14 - Oct 26,35.2
Two,Symptoms of Anxiety Disorder,By State,Montana,Montana,17,Oct 14 - Oct 26,29.4
Two,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,17,Oct 14 - Oct 26,28.6
Two,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,17,Oct 14 - Oct 26,37.1
Two,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,17,Oct 14 - Oct 26,26.5
Two,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,17,Oct 14 - Oct 26,31
Two,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,17,Oct 14 - Oct 26,39.5
Two,Symptoms of Anxiety Disorder,By State,New York,New York,17,Oct 14 - Oct 26,34.3
Two,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,17,Oct 14 - Oct 26,27
Two,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,17,Oct 14 - Oct 26,28
Two,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,17,Oct 14 - Oct 26,31.7
Two,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,17,Oct 14 - Oct 26,34.8
Two,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,17,Oct 14 - Oct 26,36.6
Two,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,17,Oct 14 - Oct 26,31.6
Two,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,17,Oct 14 - Oct 26,35.6
Two,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,17,Oct 14 - Oct 26,32.8
Two,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,17,Oct 14 - Oct 26,24.2
Two,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,17,Oct 14 - Oct 26,32
Two,Symptoms of Anxiety Disorder,By State,Texas,Texas,17,Oct 14 - Oct 26,34.7
Two,Symptoms of Anxiety Disorder,By State,Utah,Utah,17,Oct 14 - Oct 26,29.1
Two,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,17,Oct 14 - Oct 26,33.3
Two,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,17,Oct 14 - Oct 26,30
Two,Symptoms of Anxiety Disorder,By State,Washington,Washington,17,Oct 14 - Oct 26,35.9
Two,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,17,Oct 14 - Oct 26,31.9
Two,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,17,Oct 14 - Oct 26,32.1
Two,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,17,Oct 14 - Oct 26,28.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,17,Oct 14 - Oct 26,37.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,17,Oct 14 - Oct 26,52.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,17,Oct 14 - Oct 26,44.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,17,Oct 14 - Oct 26,39.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,17,Oct 14 - Oct 26,34.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,17,Oct 14 - Oct 26,30.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,17,Oct 14 - Oct 26,23.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,17,Oct 14 - Oct 26,19.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,17,Oct 14 - Oct 26,32.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,17,Oct 14 - Oct 26,42.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,17,Oct 14 - Oct 26,42.2
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",17,Oct 14 - Oct 26,36.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",17,Oct 14 - Oct 26,39.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",17,Oct 14 - Oct 26,34.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",17,Oct 14 - Oct 26,48.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,17,Oct 14 - Oct 26,42.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,17,Oct 14 - Oct 26,37.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,17,Oct 14 - Oct 26,41.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,17,Oct 14 - Oct 26,33.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,17,Oct 14 - Oct 26,36
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,17,Oct 14 - Oct 26,38.5
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,17,Oct 14 - Oct 26,39.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,17,Oct 14 - Oct 26,38.5
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,17,Oct 14 - Oct 26,39.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,17,Oct 14 - Oct 26,37.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,17,Oct 14 - Oct 26,36.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,17,Oct 14 - Oct 26,34.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,17,Oct 14 - Oct 26,40.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,17,Oct 14 - Oct 26,35.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,17,Oct 14 - Oct 26,37.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,17,Oct 14 - Oct 26,38.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,17,Oct 14 - Oct 26,35.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,17,Oct 14 - Oct 26,34.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,17,Oct 14 - Oct 26,38.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,17,Oct 14 - Oct 26,33.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,17,Oct 14 - Oct 26,39.6
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,17,Oct 14 - Oct 26,41.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,17,Oct 14 - Oct 26,41.2
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,17,Oct 14 - Oct 26,35.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,17,Oct 14 - Oct 26,37.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,17,Oct 14 - Oct 26,37.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,17,Oct 14 - Oct 26,37
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,17,Oct 14 - Oct 26,30.6
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,17,Oct 14 - Oct 26,41.5
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,17,Oct 14 - Oct 26,40.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,17,Oct 14 - Oct 26,34.8
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,17,Oct 14 - Oct 26,33.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,17,Oct 14 - Oct 26,41.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,17,Oct 14 - Oct 26,31
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,17,Oct 14 - Oct 26,35.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,17,Oct 14 - Oct 26,46.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,17,Oct 14 - Oct 26,38.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,17,Oct 14 - Oct 26,32.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,17,Oct 14 - Oct 26,30.9
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,17,Oct 14 - Oct 26,37.2
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,17,Oct 14 - Oct 26,39.3
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,17,Oct 14 - Oct 26,41.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,17,Oct 14 - Oct 26,35.4
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,17,Oct 14 - Oct 26,39.1
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,17,Oct 14 - Oct 26,36.5
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,17,Oct 14 - Oct 26,28.7
Two,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,17,Oct 14 - Oct 26,37.8
